"","X","CampaignURL","numSupporters","TeamOrAthlete","AmountAdjusted","Success","Wordcount","NarcissismFactor","joy","sadness","negative","positive","fear","trust","FundingGoalAdjusted","id","num_rows"
"261",607,"https://sportfunder.com/josiahranderson/29572",0,"teams",0,"fail",85,8.449,4,0,0,7,2,5,1000,423,716
"262",772,"https://sportfunder.com/mrjjsmet/29911",2,"teams",10,"fail",92,10.362,4,0,2,7,0,4,8700,545,716
"263",1095,"https://sportfunder.com/b9baseball/29513",4,"teams",60,"fail",130,12.717,2,4,7,7,0,10,5000,773,716
"264",40,"https://sportfunder.com/teamvicaustralianfootball/27492",4,"teams",350,"fail",92,11.214,3,0,1,9,2,5,3000,27,716
"265",1022,"https://sportfunder.com/centa14sports/27747",10,"teams",120,"fail",232,16.502,4,0,2,17,2,14,15000,728,716
"266",189,"https://sportfunder.com/leopardodelasnieves/28364",0,"teams",0,"fail",352,15.377,4,0,0,5,0,13,7500,133,716
"267",972,"https://sportfunder.com/rtuifhfh/27681",0,"teams",0,"fail",542,12.064,3,3,13,10,19,5,10007,692,716
"268",212,"https://sportfunder.com/teamforca/21845",0,"teams",0,"fail",206,29.624,9,3,7,16,8,11,3000,147,716
"269",612,"https://sportfunder.com/jepperowing/27835",16,"teams",73.671,"fail",500,54.986,18,3,22,43,2,54,17001,428,716
"270",534,"https://sportfunder.com/swapnilkumar/28332",0,"teams",0,"fail",109,15.062,4,1,2,10,2,4,1600,371,716
"271",1033,"https://sportfunder.com/lera/29384",0,"teams",0,"fail",88,11.214,3,0,1,9,2,4,3000,736,716
"272",131,"https://sportfunder.com/samsmith/22610",32,"teams",215.346,"fail",298,23.814,7,3,14,17,2,13,6800.4,89,716
"273",708,"https://sportfunder.com/chrisgallop/21823",2,"teams",10,"fail",125,4.681,7,0,6,14,0,13,8001,502,716
"274",445,"https://sportfunder.com/ymhawolfpackelite/3389",42,"teams",1016.25,"fail",215,33.266,8,0,6,14,1,13,5000,306,716
"275",246,"https://sportfunder.com/brunou14girls/28059",26,"teams",250,"fail",93,12.452,4,0,2,5,3,9,15000,168,716
"276",403,"https://sportfunder.com/teamfittertec/28190",0,"teams",0,"fail",147,14.576,3,1,4,8,0,14,2980.5,286,716
"277",938,"https://sportfunder.com/alabamastriders/31520",2,"teams",20,"fail",121,10.596,4,0,3,8,1,10,1000,667,716
"278",175,"https://sportfunder.com/sfstealthlax/31182",2,"teams",25,"fail",152,11.407,5,6,6,8,1,11,4000,122,716
"279",469,"https://sportfunder.com/testingcampaigncreationmichael/26736",16,"teams",0,"fail",62,7.956,2,1,2,5,1,5,1000,319,716
"280",449,"https://sportfunder.com/mcgillkingames/16833",38,"teams",3711,"fail",212,8.58,9,0,1,16,0,18,10000,309,716
"281",1062,"https://sportfunder.com/ryleestone/8554",16,"teams",1200,"fail",143,11.501,3,1,8,12,2,15,1250,753,716
"282",557,"https://sportfunder.com/caitlinpurcell/8826",16,"teams",825,"fail",117,8.306,6,1,4,11,1,11,1250,389,716
"283",383,"https://sportfunder.com/dinokocityroversfc/30956",0,"teams",0,"fail",160,9.805,9,0,8,9,5,7,5000,271,716
"284",984,"https://sportfunder.com/cristinacasares/31153",3,"teams",2200,"fail",121,7.703,5,0,0,8,0,9,20000,702,716
"285",812,"https://sportfunder.com/jenniferforsyth/28201",0,"teams",0,"fail",150,16.693,6,2,8,13,3,6,3000,575,716
"286",306,"https://sportfunder.com/chrisgreen/29442",3,"teams",120,"fail",128,14.634,5,3,5,10,3,10,2000,213,716
"287",24,"https://sportfunder.com/academicartshighschool/31146",0,"teams",0,"fail",114,23.853,8,4,0,10,0,11,3000,18,716
"288",9,"https://sportfunder.com/bobthompson/12274",23,"teams",1300,"fail",340,31.414,9,4,10,24,1,20,12500,5,716
"289",549,"https://sportfunder.com/samwilson/28276",0,"teams",0,"fail",102,10.656,6,0,4,9,1,6,1000,384,716
"290",973,"https://sportfunder.com/watchjeffhornvsgarycorcoranlivestream/27682",0,"teams",0,"fail",542,12.064,3,3,13,10,19,5,10005,693,716
"291",1005,"https://sportfunder.com/annandalehighschooldanceteam/31798",38,"teams",540,"fail",73,15.434,3,0,1,6,0,8,700,719,716
"292",988,"https://sportfunder.com/hikoirangi/28690",0,"teams",0,"fail",85,10.926,3,0,2,7,2,3,3000,706,716
"293",1072,"https://sportfunder.com/alannahmaclean/7862",9,"teams",325,"fail",147,11.373,4,0,3,9,1,9,750,759,716
"294",1102,"https://sportfunder.com/montrealkaitas/6270",0,"teams",0,"fail",54,13.161,2,0,1,4,0,4,2000,776,716
"295",559,"https://sportfunder.com/legiongaming/29546",2,"teams",13600.8,"fail",144,13.153,3,0,3,11,1,14,28335,391,716
"296",990,"https://sportfunder.com/danielle_/29349",0,"teams",0,"fail",113,18.419,3,0,3,12,2,11,1000,708,716
"297",250,"https://sportfunder.com/judopei/23753",0,"teams",40,"fail",135,9.587,5,0,4,8,1,16,16000,172,716
"298",868,"https://sportfunder.com/lazolasobende/29856",0,"teams",0,"fail",66,5.315,3,0,0,4,0,5,262,620,716
"299",123,"https://sportfunder.com/isabelabalatka/30859",8,"teams",415,"fail",331,33.624,11,1,6,25,4,26,995,82,716
"300",309,"https://sportfunder.com/jamesmoler/30651",0,"teams",0,"fail",131,5.043,7,0,5,17,7,12,3000,216,716
"301",1111,"https://sportfunder.com/kasungumaplotfootballacademy/28040",0,"teams",0,"fail",136,10.596,5,0,3,10,1,13,3000,782,716
"302",371,"https://sportfunder.com/rajkovicpusonjic/28328",3,"teams",24.8375,"fail",198,21.989,15,0,2,14,2,17,6954.5,260,716
"303",161,"https://sportfunder.com/nordiccapitaljudochallenge/21124",94,"teams",938.8575,"fail",62,0.9,3,0,0,5,1,3,4967.5,112,716
"304",473,"https://sportfunder.com/bluehounds/28257",0,"teams",0,"fail",67,6.751,1,0,2,4,0,4,50000,323,716
"305",1112,"https://sportfunder.com/alarzclub/28247",0,"teams",0,"fail",132,15.234,11,0,0,21,1,8,1000,783,716
"306",1023,"https://sportfunder.com/phormanfootballschool/30869",0,"teams",0,"fail",126,11.333,4,0,3,9,1,14,25000,729,716
"307",836,"https://sportfunder.com/farrahcompetesinaustraliaandtheusa/27754",0,"teams",0,"fail",65,5.824,3,0,0,6,0,4,6000,593,716
"308",981,"https://sportfunder.com/eronileilua/31046",30,"teams",1812.24,"fail",89,5.025,3,0,2,4,1,3,10000,699,716
"309",687,"https://sportfunder.com/granadacc/40222",101,"teams",9984.675,"fail",468,43.856,22,1,12,47,1,28,9935,485,716
"310",344,"https://sportfunder.com/beckfamilyracing/22424",4,"teams",113.34,"fail",244,17.169,8,1,5,15,1,14,6800.4,243,716
"311",624,"https://sportfunder.com/jamiesonstone/31209",0,"teams",0,"fail",113,3.064,5,0,2,8,0,4,5000,438,716
"312",550,"https://sportfunder.com/anlcoastal/40433",134,"teams",2882.530965,"fail",113,10.439,2,0,4,4,1,9,5961,385,716
"313",338,"https://sportfunder.com/tomasi/31005",0,"teams",0,"fail",49,4.415,3,0,0,4,0,4,4000,239,716
"314",641,"https://sportfunder.com/kasopeajibola/27627",0,"teams",0,"fail",152,12.462,4,0,1,18,0,8,12500,452,716
"315",632,"https://sportfunder.com/12uastrossoftball/26689",2,"teams",5,"fail",91,4.214,6,0,7,8,0,6,1000,444,716
"316",74,"https://sportfunder.com/teambrokenworld/25269",0,"teams",0,"fail",158,21.708,7,6,7,16,4,12,3000,49,716
"317",334,"https://sportfunder.com/oceansidechiefs/27944",20,"teams",1020,"fail",267,26.661,9,2,5,20,2,23,3000,236,716
"318",1024,"https://sportfunder.com/coledunlavy/30906",1,"teams",10,"fail",94,7.865,3,0,0,5,0,5,2500,730,716
"319",616,"https://sportfunder.com/tafararugara/31054",0,"teams",0,"fail",49,4.415,3,0,0,4,0,3,6000,432,716
"320",262,"https://sportfunder.com/pccathleticevents/29865",0,"teams",0,"fail",143,9.75,5,0,2,12,0,16,3000,180,716
"321",285,"https://sportfunder.com/msejahmediasports/28131",0,"teams",0,"fail",108,13.588,3,0,0,10,2,9,3000,196,716
"322",255,"https://sportfunder.com/avagault/31008",0,"teams",0,"fail",46,4.415,3,0,0,4,0,3,2000,175,716
"323",363,"https://sportfunder.com/spiritgymnastics/40568",186,"teams",4031,"fail",74,2.166,3,1,5,15,0,5,12000,255,716
"324",1028,"https://sportfunder.com/miljohnmaxlin/27486",15,"teams",596.1,"fail",103,11.701,4,0,1,9,3,5,2483.75,734,716
"325",67,"https://sportfunder.com/sebastiaanroell/30890",11,"teams",54.6425,"fail",220,8.056,3,1,3,4,1,9,2980.5,44,716
"326",914,"https://sportfunder.com/ungermatics/15401",2,"teams",0,"fail",289,31.506,9,1,3,18,1,16,950,650,716
"327",963,"https://sportfunder.com/combinedschoolsbarbados/25828",0,"teams",0,"fail",127,14.597,3,4,2,7,1,12,20000,684,716
"328",712,"https://sportfunder.com/westernville1892cf/31825",8,"teams",225,"fail",218,17.428,8,2,15,24,2,11,3000,505,716
"329",1008,"https://sportfunder.com/basparinussa/30875",2,"teams",25,"fail",250,26.627,5,4,7,9,4,3,30000,720,716
"330",341,"https://sportfunder.com/vukradovanovi%C4%8798/27477",0,"teams",0,"fail",112,15.329,3,0,0,5,0,4,4967.5,242,716
"331",622,"https://sportfunder.com/jasonandmsamiltia/28013",7,"teams",260,"fail",100,9.231,3,3,3,9,3,13,500,436,716
"332",174,"https://sportfunder.com/gselvakumar/31113",0,"teams",0,"fail",50,4.415,3,0,0,4,0,3,40000,121,716
"333",634,"https://sportfunder.com/prudentmotorsports/28209",0,"teams",0,"fail",448,51.622,9,0,1,26,1,40,4500,446,716
"334",382,"https://sportfunder.com/vincenzo/29441",0,"teams",0,"fail",87,4.846,4,1,1,9,2,3,50000,270,716
"335",187,"https://sportfunder.com/sarniaolympictaekwondo/24272",0,"teams",0,"fail",181,17.685,7,0,1,15,0,18,5000,131,716
"336",930,"https://sportfunder.com/bradfordcrosscountrytrackandfield/40570",5,"teams",225,"fail",138,8.059,4,5,5,9,6,11,15000,663,716
"337",125,"https://sportfunder.com/levetasmith/30982",0,"teams",0,"fail",132,9.859,3,0,2,7,0,12,5000,84,716
"338",907,"https://sportfunder.com/argentinewomenscricketteam/31456",62,"teams",555,"fail",110,9.414,3,1,4,4,1,4,2000,646,716
"339",816,"https://sportfunder.com/inlandempireemperors/31009",0,"teams",0,"fail",124,12.144,4,0,3,9,1,10,25000,578,716
"340",756,"https://sportfunder.com/epolimpiafc/27499",0,"teams",0,"fail",139,14.008,4,0,3,10,1,12,5000,534,716
"341",160,"https://sportfunder.com/trihighbasketball/29444",20,"teams",270,"fail",113,22.033,3,0,0,5,0,9,25425,111,716
"342",182,"https://sportfunder.com/krisfund/28205",0,"teams",0,"fail",89,11.214,3,0,1,9,2,4,300,127,716
"343",493,"https://sportfunder.com/alejandromenendez/298",20,"teams",106,"fail",59,5.162,4,0,1,5,1,5,4000,339,716
"344",979,"https://sportfunder.com/mackenzie/30993",0,"teams",0,"fail",49,4.415,3,0,0,4,0,3,1000,697,716
"345",1090,"https://sportfunder.com/martialartsdevelopment/6374",10,"teams",95,"fail",305,31.239,11,4,6,32,4,35,3000,772,716
"346",481,"https://sportfunder.com/jessica/27711",1,"teams",50,"fail",67,8.06,7,1,1,10,1,14,600,330,716
"347",600,"https://sportfunder.com/denismusali/27837",0,"teams",0,"fail",133,10.083,5,0,3,14,0,8,10200.6,418,716
"348",238,"https://sportfunder.com/slclions/23244",0,"teams",0,"fail",128,7.908,6,1,3,12,1,10,6680,165,716
"349",817,"https://sportfunder.com/ijkaireland/22611",2,"teams",0,"fail",54,7.552,1,1,2,4,1,4,993.5,579,716
"350",558,"https://sportfunder.com/nigerianfencing/30935",0,"teams",0,"fail",82,7.363,6,0,0,8,0,7,5000,390,716
"351",705,"https://sportfunder.com/paulcisneros/28293",0,"teams",0,"fail",100,17.074,3,0,3,9,2,8,1000,499,716
"352",572,"https://sportfunder.com/ameliagonzalez_/39408",3,"teams",100,"fail",47,4.415,3,0,0,5,0,3,101,400,716
"353",679,"https://sportfunder.com/lucycenteno/29890",0,"teams",0,"fail",144,13.652,9,2,3,12,2,8,6613,479,716
"354",247,"https://sportfunder.com/princetonbasketballclub/25922",2,"teams",100,"fail",108,7.674,3,0,1,8,0,12,10000,169,716
"355",683,"https://sportfunder.com/greencastlegoldenknightsmensbasketball/30823",0,"teams",0,"fail",117,12.003,5,0,0,12,0,8,2e+05,482,716
"356",105,"https://sportfunder.com/patriciabezzoubenko/24753",6,"teams",10,"fail",99,6.521,10,1,1,14,1,13,8000,72,716
"357",30,"https://sportfunder.com/donaldbrown/31536",1,"teams",100,"fail",59,5.943,3,0,1,6,0,4,2000,22,716
"358",288,"https://sportfunder.com/loloteam/27544",0,"teams",0,"fail",128,10.596,5,0,3,10,1,13,300,199,716
"359",766,"https://sportfunder.com/edmontontsunamiwaterpoloclub/31208",0,"teams",0,"fail",29,0,1,0,0,2,0,4,3500,541,716
"360",666,"https://sportfunder.com/lewisgurupira/30657",0,"teams",0,"fail",137,15.133,5,0,2,11,0,9,12600,471,716
"361",188,"https://sportfunder.com/ianmorgan/28315",5,"teams",240,"fail",131,8.277,2,2,2,7,0,5,20000,132,716
"362",227,"https://sportfunder.com/readingbrazilianjiujitsu/19997",0,"teams",0,"fail",53,2.72,2,0,1,4,1,5,7933.8,155,716
"363",434,"https://sportfunder.com/dawsoncollegewomensbasketball/10594",76,"teams",5695,"fail",226,31.564,8,3,5,16,3,13,6000,301,716
"364",823,"https://sportfunder.com/coltonpony6uallstars/28022",0,"teams",290,"fail",90,8.796,3,0,1,5,1,6,5000,584,716
"365",284,"https://sportfunder.com/shedevils/28114",54,"teams",367.595,"fail",136,14.145,5,4,9,6,4,5,2285.05,195,716
"366",386,"https://sportfunder.com/ryderpennington/28041",19,"teams",220,"fail",111,12.454,4,0,1,11,2,5,3000,273,716
"367",905,"https://sportfunder.com/iarom/40482",120,"teams",1979.052,"fail",241,20.955,9,0,0,18,1,16,4967.5,645,716
"368",1074,"https://sportfunder.com/evanpalmercharette/7882",5,"teams",225,"fail",147,11.373,4,0,3,9,1,9,750,761,716
"369",142,"https://sportfunder.com/silvaselect/40453",18,"teams",5880,"fail",132,12.233,6,0,4,10,3,10,39000,98,716
"370",1037,"https://sportfunder.com/ivanpeklin/28675",0,"teams",0,"fail",81,8.194,3,0,1,12,0,11,198700,739,716
"371",237,"https://sportfunder.com/teamcanadadance/10482",20,"teams",200,"fail",146,23.455,11,1,3,15,1,19,5000,164,716
"372",356,"https://sportfunder.com/kaitlyndugan_/39465",1,"teams",100,"fail",50,4.415,3,0,0,5,0,3,100,251,716
"373",202,"https://sportfunder.com/georgiantennis/27594",0,"teams",0,"fail",74,6.553,4,0,1,7,0,6,1000,141,716
"374",177,"https://sportfunder.com/shinnstonsoccer/27201",18,"teams",735,"fail",140,17.3,9,0,0,14,0,10,3000,124,716
"375",885,"https://sportfunder.com/sportingclubcalifornia2020/31464",2,"teams",5,"fail",131,12.253,4,0,7,11,1,13,3000,630,716
"376",1108,"https://sportfunder.com/gdrmikaelense/23684",0,"teams",0,"fail",88,9.486,1,0,0,4,0,9,596.1,779,716
"377",804,"https://sportfunder.com/frednowak/30960",7,"teams",64.5775,"fail",51,4.92,2,3,3,2,3,6,327.855,570,716
"378",129,"https://sportfunder.com/taylorsvillescoutfootballteam/28149",8,"teams",45,"fail",143,19.421,11,0,4,16,1,20,5000,87,716
"379",962,"https://sportfunder.com/debasishmajhi/30921",1,"teams",0,"fail",638,49.435,11,5,15,36,10,25,1000,683,716
"380",827,"https://sportfunder.com/avcc/1093",60,"teams",310,"fail",234,24.262,16,0,0,33,5,16,1700,587,716
"381",245,"https://sportfunder.com/parvandhkrishnan/31140",0,"teams",0,"fail",49,4.415,3,0,0,4,0,3,30000,167,716
"382",307,"https://sportfunder.com/topselectboys16royal/29416",12,"teams",2080,"fail",72,3.056,2,0,0,5,0,11,3600,214,716
"383",834,"https://sportfunder.com/shahedkhan/29359",0,"teams",0,"fail",127,10.596,4,0,3,9,5,16,3000,591,716
"384",1089,"https://sportfunder.com/kelseymckinnon/8658",2,"teams",40,"fail",22,0,1,0,0,1,0,2,1000,771,716
"385",671,"https://sportfunder.com/mcmasterdragonboat/5466",4,"teams",20,"fail",373,27.544,14,1,10,21,11,25,1000,473,716
"386",128,"https://sportfunder.com/teamttc/22231",0,"teams",0,"fail",366,18.519,10,1,18,22,8,29,1250,86,716
"387",993,"https://sportfunder.com/acsharksuhockeyteam/31231",14,"teams",985,"fail",122,12.591,2,0,6,4,0,7,3600,710,716
"388",98,"https://sportfunder.com/muaythaiontario/24381",26,"teams",3239,"fail",708,69.152,28,5,7,50,8,46,6600,66,716
"389",34,"https://sportfunder.com/ironrangestrikersfc/31161",26,"teams",955,"fail",139,6.082,6,0,4,16,4,11,2000,25,716
"390",855,"https://sportfunder.com/garethmo/28355",8,"teams",285,"fail",177,16.894,3,0,1,8,3,6,2000,607,716
"391",96,"https://sportfunder.com/noelhussey/24928",15,"teams",445,"fail",194,18.555,11,8,8,18,4,13,3000,64,716
"392",1116,"https://sportfunder.com/bromollamonsters/29554",0,"teams",0,"fail",153,11.138,8,1,7,10,5,12,993.5,787,716
"393",911,"https://sportfunder.com/budapestreds/30835",26,"teams",460,"fail",171,11.32,7,3,9,10,3,8,4000,649,716
"394",461,"https://sportfunder.com/alsports/13353",618,"teams",10735,"fail",136,14.28,7,0,1,11,1,6,50000,313,716
"395",851,"https://sportfunder.com/crusadersfa/25592",0,"teams",0,"fail",423,12.903,6,2,5,16,1,13,993.5,604,716
"396",606,"https://sportfunder.com/kiranashankarchawan/28360",0,"teams",0,"fail",96,11.214,3,0,1,11,2,6,1000,422,716
"397",815,"https://sportfunder.com/legacysports/10098",0,"teams",0,"fail",102,8.818,4,0,0,14,0,3,15000,577,716
"398",467,"https://sportfunder.com/teampmmafightersmanagement/25908",0,"teams",0,"fail",139,13.457,4,0,3,9,1,15,100,317,716
"399",1038,"https://sportfunder.com/mixfightzt/29571",0,"teams",0,"fail",170,11.081,8,2,3,10,3,12,30000,740,716
"400",108,"https://sportfunder.com/runtheworld2019/28185",0,"teams",0,"fail",437,31.023,9,14,23,22,12,13,20000,75,716
"401",604,"https://sportfunder.com/2015worldgymnaestrada/10242",2,"teams",3095,"fail",146,14.9,5,0,3,10,0,9,20000,421,716
"402",261,"https://sportfunder.com/avaedmonds/30870",8,"teams",445,"fail",91,4.29,3,0,0,6,1,9,2500,179,716
"403",82,"https://sportfunder.com/princetonakpojaro/30654",0,"teams",0,"fail",612,67.798,27,3,4,50,7,32,1133.4,55,716
"404",321,"https://sportfunder.com/dsaokcjudo/40338",1,"teams",30,"fail",111,16.309,4,1,1,10,1,14,2000,225,716
"405",1066,"https://sportfunder.com/hamletmunoz/5090",9,"teams",206,"fail",57,2.941,2,1,1,5,1,8,300,755,716
"406",700,"https://sportfunder.com/tumisang/29871",0,"teams",0,"fail",128,13.697,7,3,2,17,3,6,8000,495,716
"407",863,"https://sportfunder.com/kccommunitysportsdevelopmentclub/31052",0,"teams",0,"fail",53,5.152,3,0,0,5,0,3,3000,615,716
"408",474,"https://sportfunder.com/jazzy/28282",0,"teams",0,"fail",128,9.146,8,0,0,15,0,13,1000,324,716
"409",765,"https://sportfunder.com/zoecronin/26042",0,"teams",0,"fail",122,6.962,5,3,3,7,1,15,500,540,716
"410",935,"https://sportfunder.com/nicolastoro/29095",0,"teams",0,"fail",139,15.021,7,1,1,9,1,7,15000,665,716
"411",696,"https://sportfunder.com/teambussolinosport/29618",0,"teams",0,"fail",687,32.847,18,0,2,31,3,30,2980.5,492,716
"412",714,"https://sportfunder.com/sheilajane/29354",1,"teams",0,"fail",89,11.214,3,0,1,9,2,4,1000,506,716
"413",368,"https://sportfunder.com/nyjahturner/31179",10,"teams",390,"fail",112,11.959,5,0,1,12,1,9,3500,258,716
"414",674,"https://sportfunder.com/smudance/21004",10,"teams",5,"fail",160,5.233,10,0,0,14,0,21,5000,476,716
"415",1048,"https://sportfunder.com/sportwaytv/21673",0,"teams",0,"fail",63,3.477,3,2,3,5,2,2,2800,746,716
"416",39,"https://sportfunder.com/uvicsynchro/889",38,"teams",900,"fail",144,13.323,6,1,2,15,2,16,1200,26,716
"417",42,"https://sportfunder.com/teamvicrugby/27490",4,"teams",200,"fail",132,10.596,5,0,3,10,1,17,3000,29,716
"418",599,"https://sportfunder.com/kjhsladykays/26060",16,"teams",20,"fail",123,14.354,3,0,2,6,1,10,3000,417,716
"419",727,"https://sportfunder.com/jeffreysduo/28295",14,"teams",365,"fail",105,11.725,7,0,1,14,3,10,3500,515,716
"420",593,"https://sportfunder.com/medineriverrace/28109",0,"teams",0,"fail",38,2.913,1,0,0,4,0,3,14902.5,412,716
"421",961,"https://sportfunder.com/ossosinef/31366",0,"teams",0,"fail",148,4.826,2,2,2,3,2,5,1987,682,716
"422",1077,"https://sportfunder.com/quebecwrestlingacademy/3037",44,"teams",1220,"fail",242,16.611,14,1,7,20,3,22,5000,762,716
"423",431,"https://sportfunder.com/categuica/23099",106,"teams",915,"fail",149,18.827,3,2,2,13,1,5,5000,299,716
"424",1118,"https://sportfunder.com/brooklynknight/30955",0,"teams",0,"fail",118,13.204,1,0,3,6,1,5,1000,789,716
"425",110,"https://sportfunder.com/tocc/31228",0,"teams",0,"fail",99,11.182,6,0,1,11,2,8,10000,76,716
"426",464,"https://sportfunder.com/markplastina/23092",0,"teams",0,"fail",208,26.245,9,0,3,22,2,21,2500,315,716
"427",94,"https://sportfunder.com/duffielddevilsmn/25363",4,"teams",1030,"fail",86,8.907,1,2,6,4,2,4,3000,62,716
"428",222,"https://sportfunder.com/richmondsoul/31830",2,"teams",50,"fail",133,10.487,3,0,3,7,1,10,5000,154,716
"429",420,"https://sportfunder.com/mcgillsynchro/770",88,"teams",1470,"fail",70,7.145,5,0,1,11,6,8,2000,295,716
"430",101,"https://sportfunder.com/canadianjuniorindoorskydivingteam/25616",4,"teams",350,"fail",110,10.093,3,0,3,5,1,11,25000,69,716
"431",940,"https://sportfunder.com/conestogagirlsbasketball/40218",50,"teams",2075,"fail",154,16.917,5,0,0,8,1,9,3000,669,716
"432",659,"https://sportfunder.com/rebelssoccer/30848",0,"teams",0,"fail",89,10.962,3,0,4,6,4,7,2000,466,716
"433",818,"https://sportfunder.com/artesuavedk/21284",64,"teams",695,"fail",197,13.564,7,3,5,14,4,9,1500,580,716
"434",786,"https://sportfunder.com/alexverschaeren/40227",15,"teams",938.8575,"fail",259,8.572,3,1,3,5,0,5,9935,555,716
"435",1026,"https://sportfunder.com/brandongslooyer/5078",3,"teams",246,"fail",114,9.593,7,1,2,13,2,9,1000,732,716
"436",595,"https://sportfunder.com/mohsinkamran/31127",0,"teams",0,"fail",53,5.027,3,0,0,5,0,3,10000,414,716
"437",221,"https://sportfunder.com/richmondislanders05b/30873",28,"teams",725,"fail",95,6.972,1,0,1,2,0,6,10000,153,716
"438",387,"https://sportfunder.com/benmason/31687",13,"teams",2090,"fail",207,9.349,3,0,6,8,2,6,5000,274,716
"439",531,"https://sportfunder.com/nathangardner/31561",3,"teams",70,"fail",80,2.675,6,0,2,8,0,6,750,369,716
"440",272,"https://sportfunder.com/szymonjablkowski/29150",9,"teams",457.01,"fail",208,27.439,12,0,1,24,2,18,19870,187,716
"441",1025,"https://sportfunder.com/connorslooyer/5062",5,"teams",246,"fail",111,17.364,6,3,3,10,2,8,1000,731,716
"442",729,"https://sportfunder.com/lahcenoulhadj/28196",0,"teams",0,"fail",96,12.134,4,0,2,10,2,6,3500,517,716
"443",498,"https://sportfunder.com/nevelledurawo/28290",12,"teams",15,"fail",99,10.543,4,0,5,10,1,10,50000,343,716
"444",623,"https://sportfunder.com/jameslanerimilitia/28011",8,"teams",210,"fail",113,5.435,5,2,3,7,1,13,500,437,716
"445",248,"https://sportfunder.com/pgjudoclub/20757",10,"teams",450,"fail",68,8.882,3,0,0,7,0,8,5000,170,716
"446",691,"https://sportfunder.com/christiannewman/27622",0,"teams",0,"fail",89,7.632,3,0,1,9,2,3,1000,488,716
"447",1087,"https://sportfunder.com/braxtonclark/4966",1,"teams",31,"fail",23,0,2,0,0,3,0,4,500,769,716
"448",1,"https://sportfunder.com/tjslaviatuzvolen/28678",0,"teams",0,"fail",124,10.491,3,0,2,7,0,8,2781.8,1,716
"449",15,"https://sportfunder.com/acadiaaxetremecheerleading/23677",14,"teams",1605,"fail",40,1.548,2,0,0,7,0,6,5000,11,716
"450",18,"https://sportfunder.com/integritycheereliteiceallstars/15641",26,"teams",375,"fail",92,12.071,6,0,2,8,3,9,2500,14,716
"451",86,"https://sportfunder.com/bmg/28193",0,"teams",0,"fail",223,18.062,5,0,1,21,0,12,10000,57,716
"452",721,"https://sportfunder.com/marylandfreedom/27849",0,"teams",0,"fail",163,19.348,8,0,2,15,0,15,10000,512,716
"453",849,"https://sportfunder.com/kowarrior/28073",6,"teams",60,"fail",143,20.475,4,0,5,12,5,10,6000,602,716
"454",843,"https://sportfunder.com/upeisynchronizedswimming/778",106,"teams",1645,"fail",109,9.82,4,0,2,9,2,7,2500,598,716
"455",983,"https://sportfunder.com/codybeehre/29368",12,"teams",785,"fail",144,21.556,7,0,1,10,0,8,6500,701,716
"456",1003,"https://sportfunder.com/davidzandman/27875",13,"teams",19.87,"fail",74,7.453,6,1,2,6,1,3,3576.6,717,716
"457",49,"https://sportfunder.com/sergiyter/28004",0,"teams",0,"fail",166,16.363,14,1,1,20,11,8,2476,35,716
"458",409,"https://sportfunder.com/khanyisaniladiesfootballclub/27483",0,"teams",0,"fail",176,11.872,6,1,3,11,0,9,3000,291,716
"459",540,"https://sportfunder.com/beechmontbaseball/31222",0,"teams",0,"fail",144,9.801,7,2,6,9,1,6,10000,376,716
"460",509,"https://sportfunder.com/fbal/27750",22,"teams",1850,"fail",85,12.851,3,0,1,9,2,5,3000,353,716
"461",785,"https://sportfunder.com/alexverschaeren/31064",131,"teams",8538.139,"fail",60,1.82,5,0,0,9,2,6,9935,554,716
"462",167,"https://sportfunder.com/alexandrakanioros/29849",3,"teams",60,"fail",12,0,1,1,1,1,0,1,5000,117,716
"463",345,"https://sportfunder.com/warhawksbaseball/29893",4,"teams",0,"fail",153,9.468,8,0,1,17,4,14,30000,244,716
"464",302,"https://sportfunder.com/brazilbound/17113",2,"teams",0,"fail",107,7.475,5,0,1,6,0,7,1000,211,716
"465",130,"https://sportfunder.com/olympicfckenya/31373",0,"teams",0,"fail",132,10.596,4,0,3,9,1,12,3000,88,716
"466",948,"https://sportfunder.com/nolanhuysmans/29153",0,"teams",0,"fail",90,7.453,6,0,1,9,1,7,4470.75,673,716
"467",781,"https://sportfunder.com/dipologfutballacademy/26667",34,"teams",0,"fail",130,11.719,7,0,7,15,1,7,10000,552,716
"468",610,"https://sportfunder.com/upjvoll/31196",0,"teams",0,"fail",70,0.628,5,0,1,8,1,7,5040,426,716
"469",229,"https://sportfunder.com/khiladis/30936",0,"teams",0,"fail",77,1.84,4,1,3,4,0,5,500,157,716
"470",861,"https://sportfunder.com/kyleflanagan/29445",0,"teams",0,"fail",71,11.48,2,0,0,3,0,3,4967.5,613,716
"471",281,"https://sportfunder.com/adaptivesurftrainingcenter/31100",0,"teams",0,"fail",538,57.727,29,7,9,62,6,32,7000,192,716
"472",670,"https://sportfunder.com/mattomalley/27760",0,"teams",0,"fail",102,10.529,4,3,5,6,3,8,5000,472,716
"473",573,"https://sportfunder.com/kirkfieldunitedamateurs/31049",0,"teams",0,"fail",114,15.75,6,0,2,9,1,9,1133.4,401,716
"474",800,"https://sportfunder.com/centervillelacrosse/26062",114,"teams",3555,"fail",161,16.722,5,0,3,9,1,15,4000,567,716
