,CampaignName,CampaignUrl,CampaignPicUrl,ProfilePicUrl,SportName,SportUrl,ShortDescription,Location,DivBox1Val,DivBox1Name,DivBox2Val,DivBox2Name,DivBox3Val,DivBox3Name,DivBox4Val,DivBox4Name
59,THE GRANADA CRICKET CLUB,https://sportfunder.com/https://sportfunder.com/granadacc/40222,"background-image: url(""https://files.makeachamp.com/d2aecad7-9a8b-471f-b29f-124d7f65c12e/-/resize/1200/"");","background-image: url(""https://files.makeachamp.com/4336bc09-0570-4a48-8760-99ec7d0dac20/-/resize/400/"");",Cricket,https://sportfunder.com/https://sportfunder.com/teams/cricket,FIELD OF DREAMS: They won't come unless we build...,"Granada, Andalusia, Spain","€10,050
Raised",Raised,"100%
Funded",Funded,,,"101
Supporters",Supporters
60,AMELIA GONZALEZ,https://sportfunder.com/https://sportfunder.com/ameliagonzalez_/39408,"background-image: url(""https://files.makeachamp.com/7508dee1-ecb8-4d0d-92a6-1aa8eda7ca8a/-/crop/3024x3029/0,262/-/preview/-/resize/400/"");","background-image: url(""https://files.makeachamp.com/02784e09-557e-4a30-a5f1-ffe06cd7bde4/-/crop/622x622/233,232/-/preview/-/resize/400/"");",Gymnastics,https://sportfunder.com/https://sportfunder.com/teams/gymnastics,Be part of my journey to the podium!,"Lansdale, Pennsylvania, United States","$100
Raised",Raised,"99%
Funded",Funded,,,"3
Supporters",Supporters
61,ABBY LLOYD,https://sportfunder.com/https://sportfunder.com/abbylloyd/189,"background-image: url(""/images/abby.jpg"");","background-image: url(""//files.makeachamp.com/da7ef97a-3cf1-4cba-aa13-8d40ea81f5d3/-/resize/400/"");",Wrestling,https://sportfunder.com/https://sportfunder.com/teams/wrestling,Cadet World Championships,"Vancouver, BC, Canada","$1,460
Raised",Raised,"97%
Funded",Funded,,,"23
Supporters",Supporters
62,SPECTRUM HIGH SCHOOL,https://sportfunder.com/https://sportfunder.com/spectrumathletics/31891,"background-image: url(""https://files.makeachamp.com/a739e023-7bc9-4d37-8e02-4b93f62f77fd/-/crop/833x625/0,111/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/c191cbee-3ed8-4552-a4c6-f118022e0533/-/crop/458x389/12,20/-/preview/-/resize/400/"");",Football,https://sportfunder.com/https://sportfunder.com/teams/football,Cross Country Fundraiser - 2021,"Elk River, Minnesota, United States","$2,917
Raised",Raised,"97%
Funded",Funded,,,"144
Supporters",Supporters
63,RYLEE STONE,https://sportfunder.com/https://sportfunder.com/ryleestone/8554,"background-image: url(""https://www.filepicker.io/api/file/7S2ioFTfSd6Zgp6mpPv0/convert?w=400"");","background-image: url(""https://www.filepicker.io/api/file/CWNV16N5RWa4akl7vPIR/convert?w=400"");",Rugby,https://sportfunder.com/https://sportfunder.com/teams/rugby,National Festival,,"$1,200
Raised",Raised,"96%
Funded",Funded,,,"16
Supporters",Supporters
64,CANADIAN NATIONAL JUDO CHAMPIONSHIP,https://sportfunder.com/https://sportfunder.com/canadiannationalchampionship/3837,"background-image: url(""https://www.filepicker.io/api/file/npg1nKI0Ssu6uk3nYz2P/convert?h=600&quality=100"");","background-image: url(""//d1idjbb9jmy0ec.cloudfront.net/images/logo-national-judo.jpg"");",Judo,https://sportfunder.com/https://sportfunder.com/teams/judo,Become The Next Canadian Judo Champ!,,"$1,125
Raised",Raised,"94%
Funded",Funded,,,"28
Supporters",Supporters
65,CONESTOGA GIRLS BASKETBALL,https://sportfunder.com/https://sportfunder.com/conestogagirlsbasketball/31258,"background-image: url(""https://files.makeachamp.com/58cb354a-045f-4814-ab04-ad02b4b63d9c/-/crop/480x361/0,140/-/preview/"");","background-image: url(""https://files.makeachamp.com/3b6d41ac-b81f-40bd-a45b-c210942e5376/-/resize/400/"");",Basketball,https://sportfunder.com/https://sportfunder.com/teams/basketball,JOIN OUR CAMPAIGN TO HELP OUR BASKETBALL PROGRAM...,"Berwyn, Pennsylvania, United States","$2,790
Raised",Raised,"93%
Funded",Funded,,,"84
Supporters",Supporters
66,BRENDAN MULLEN,https://sportfunder.com/https://sportfunder.com/michelemullen/29389,"background-image: url(""https://files.makeachamp.com/5f40c0db-7db4-4374-b1b2-7a2e984dd96b/-/crop/576x433/0,426/-/preview/"");","background-image: url(""https://files.makeachamp.com/add7056c-fba2-4d5a-aaf7-74235db42916/-/crop/246x246/0,105/-/preview/"");",Rugby,https://sportfunder.com/https://sportfunder.com/teams/rugby,Be part of my American Dream - One Rugby Try at a...,"Brentwood, England, United Kingdom","£2,747.25
Raised",Raised,"92%
Funded",Funded,,,"78
Supporters",Supporters
67,NUALA EDMUNDSON,https://sportfunder.com/https://sportfunder.com/nualaedmundson/30958,"background-image: url(""https://files.makeachamp.com/da780b80-23ad-4fce-90a1-38c85992d47d/-/crop/1152x864/0,342/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/6a325881-a19f-4f11-888f-37cf8061db19/-/crop/462x688/159,77/-/preview/-/resize/400/"");",Archery,https://sportfunder.com/https://sportfunder.com/teams/archery,Please help me get to the Oceania Champs Podium...,"Auckland, Auckland, New Zealand","$2,564
Raised",Raised,"92%
Funded",Funded,,,"39
Supporters",Supporters
68,CRANK WRESTLING,https://sportfunder.com/https://sportfunder.com/crankwrestling/25227,"background-image: url(""https://files.makeachamp.com/42a00185-e9f0-4746-afe4-2b8429371a9e/-/crop/1251x938/95,0/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/66cf9617-bf5e-4da1-bb73-96443ce9fd3d/-/crop/720x721/0,89/-/preview/-/resize/400/"");",Wrestling,https://sportfunder.com/https://sportfunder.com/teams/wrestling,Let's Crank up the Heat at the World Catch...,"Eckville, Alberta, Canada","$1,800
Raised",Raised,"90%
Funded",Funded,,,"30
Supporters",Supporters
69,MYSTIC ALL STARS,https://sportfunder.com/https://sportfunder.com/mysticallstars_lady-obsession_addictionladies/19025,"background-image: url(""//files.makeachamp.com/eaa7fd1d-008e-411f-b989-745417331e88/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/d2ad6224-1576-48be-9aef-80b82f33827d/-/crop/540x540/210,0/-/preview/-/resize/400/"");",Cheerleading,https://sportfunder.com/https://sportfunder.com/teams/cheerleading,fiancement pour championnat du monde et summit...,"Lasalle, Quebec , Canada","$435
Raised",Raised,"87%
Funded",Funded,,,"66
Supporters",Supporters
70,TRYSTON LEE ERB,https://sportfunder.com/https://sportfunder.com/uofamininggames/30996,"background-image: url(""https://files.makeachamp.com/fc2e3f72-5e39-464a-bb15-da5b35d2686c/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/00c0979f-a3d3-4b3b-9887-554b0f0fc3c1/-/resize/400/"");",Mining,https://sportfunder.com/https://sportfunder.com/athletes/mining,Be part of our journey to the mining games!,"Vail, Arizona, United States","$2,600
Raised",Raised,"87%
Funded",Funded,,,"48
Supporters",Supporters
71,SEAVER KING,https://sportfunder.com/https://sportfunder.com/seaverking/31255,"background-image: url(""https://d1idjbb9jmy0ec.cloudfront.net/images/sports/baseball.jpg"");","background-image: url(""https://files.makeachamp.com/3abae7d1-9834-47ab-9d4f-92998f906ab3/-/resize/400/"");",Baseball,https://sportfunder.com/https://sportfunder.com/teams/baseball,US Elite National Team,"Athens, Georgia, United States","$2,165
Raised",Raised,"87%
Funded",Funded,,,"4
Supporters",Supporters
72,ÉVELYNE CÔTÉ,https://sportfunder.com/https://sportfunder.com/evelynecote/15709,"background-image: url(""http://citadins.uqam.ca/upload/images/formation/soccer_feminin/2014-2015/joueur_g/Evelyne_Cote.jpg"");","background-image: url(""https://www.filepicker.io/api/file/0JVEnk1sTsWO72Y6kKJv/convert?w=300&quality=100"");",Soccer,https://sportfunder.com/https://sportfunder.com/teams/soccer,Aides-nous à participer aux séries provinciales...,"Boucherville, Quebec, Canada","$515
Raised",Raised,"86%
Funded",Funded,,,"23
Supporters",Supporters
73,ALEX VERSCHAEREN,https://sportfunder.com/https://sportfunder.com/alexverschaeren/31064,"background-image: url(""https://files.makeachamp.com/b008724a-0959-4c97-81f8-764eae3b6ad5/-/crop/1028x877/0,0/-/preview/"");","background-image: url(""https://files.makeachamp.com/74c3a5ee-6f48-4656-b79f-a1205cba02b1/-/crop/1200x1202/0,266/-/preview/-/resize/400/"");",Golf,https://sportfunder.com/https://sportfunder.com/teams/golf,AJV Golf - Pro on Tour 2020/21,"Diekirch, Luxembourg","€8,594
Raised",Raised,"86%
Funded",Funded,,,"131
Supporters",Supporters
74,JOSH,https://sportfunder.com/https://sportfunder.com/josh/31355,"background-image: url(""https://files.makeachamp.com/4df151ba-e0cd-4b75-8ae1-6560524a1ce9/"");","background-image: url(""https://files.makeachamp.com/7f03b8c5-4019-4aaf-afe2-0c1eb06b9165/-/crop/720x418/0,570/-/preview/-/resize/400/"");",Running,https://sportfunder.com/https://sportfunder.com/teams/running,Journeying to become Pro,"Bridgetown , Barbados","$259
Raised",Raised,"86%
Funded",Funded,,,"9
Supporters",Supporters
75,OTTAWA FIGHT & FITNESS,https://sportfunder.com/https://sportfunder.com/ottawafightfitness/10758,"background-image: url(""http://www.filepicker.io/api/file/Avb6qCjWS2WFiCaWNYM0/convert?h=600&quality=100"");","background-image: url(""https://www.filepicker.io/api/file/v57luzGrR8elKYnsdJLh/convert?w=300&quality=100"");",Muay Thai,https://sportfunder.com/https://sportfunder.com/teams/muay-thai,Striking National Amateur Muay Thai Tournament...,"OTTAWA, ONTARIO, CANADA","$1,670
Raised",Raised,"84%
Funded",Funded,,,"72
Supporters",Supporters
76,MAX MILLER,https://sportfunder.com/https://sportfunder.com/maxmiller/31860,"background-image: url(""https://files.makeachamp.com/ed895110-1792-4b9b-b196-2fc9771002f0/-/crop/3024x1703/0,682/-/preview/-/resize/1200/"");","background-image: url(""https://files.makeachamp.com/2347772c-8c80-4a66-96d0-6e902490dc56/-/crop/1536x1536/144,0/-/preview/-/resize/400/"");",Soccer,https://sportfunder.com/https://sportfunder.com/teams/soccer,Be part of my journey to Barcelona!,"Castleton-on-Hudson, New York, United States","$2,530
Raised",Raised,"84%
Funded",Funded,,,"53
Supporters",Supporters
77,JORDAN BOLES,https://sportfunder.com/https://sportfunder.com/jordanboles/40571,"background-image: url(""https://files.makeachamp.com/59f35681-4b0b-45c6-896d-0fa7b028b28b/-/crop/532x400/34,0/-/preview/"");","background-image: url(""https://files.makeachamp.com/68642bfb-aa10-43ca-b9df-bec989524d63/-/resize/400/"");",Golf,https://sportfunder.com/https://sportfunder.com/teams/golf,Help me on my journey to the ALPS Tour!,,"€600
Raised",Raised,"83%
Funded",Funded,,,"7
Supporters",Supporters
78,SOPHIE,https://sportfunder.com/https://sportfunder.com/sophie/27941,"background-image: url(""https://files.makeachamp.com/38783e7a-dd59-4742-9cef-4bd12e33c1a7/-/crop/800x450/0,63/-/preview/"");","background-image: url(""https://files.makeachamp.com/4be9a13e-9860-4925-b658-de2131f8c715/-/crop/851x851/175,175/-/preview/-/resize/400/"");",Softball,https://sportfunder.com/https://sportfunder.com/teams/softball,Sponsor SOPHIE!!!,"Santa Clarita, California, United States","$405
Raised",Raised,"81%
Funded",Funded,,,"4
Supporters",Supporters
79,NAVARRO GIRLS SOCCER,https://sportfunder.com/https://sportfunder.com/navarrogirlssoccer/29850,"background-image: url(""https://files.makeachamp.com/e3d3a560-0ffc-48c3-ab71-c0787604c02f/-/crop/541x408/16,23/-/preview/"");","background-image: url(""https://files.makeachamp.com/d304ca46-26a7-4e29-8c38-af1f1e31eb89/-/resize/400/"");",Soccer,https://sportfunder.com/https://sportfunder.com/teams/soccer,Join the crusade towards the playoffs with Lady...,"Austin, Texas, United States","$2,018
Raised",Raised,"81%
Funded",Funded,,,"58
Supporters",Supporters
80,SWMODISCGOLFERS,https://sportfunder.com/https://sportfunder.com/swmodiscgolfers/27579,"background-image: url(""https://files.makeachamp.com/d2ed25c2-d1bb-47ab-9ee3-6c48510dec19/-/crop/1960x1467/0,677/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/f7f55128-3b55-4ee9-ad65-fc38375a2fb9/-/crop/561x800/486,0/-/preview/-/resize/400/"");",Disc Golf,https://sportfunder.com/https://sportfunder.com/teams/disc-golf,Be part of a permanent community improvement....,"Monett, Missouri, United States","$1,020
Raised",Raised,"102%
Funded",Funded,,,"6
Supporters",Supporters
81,JAXSON SCHIEBEL-WETMORE,https://sportfunder.com/https://sportfunder.com/micheleschiebel/31377,"background-image: url(""https://files.makeachamp.com/7ec524c3-4a30-4997-b240-278c6e5468a5/-/crop/5472x3074/0,285/-/preview/-/resize/1200/"");","background-image: url(""https://files.makeachamp.com/c1a25628-919b-4eaa-a482-4e7e99f7d71c/-/resize/400/"");",Hockey,https://sportfunder.com/https://sportfunder.com/teams/hockey,Be part of my journey to another winning season!,"Fort Wayne, Indiana, United States","$480
Raised",Raised,"80%
Funded",Funded,,,"22
Supporters",Supporters
