,CampaignName,CampaignUrl,CampaignPicUrl,ProfilePicUrl,SportName,SportUrl,ShortDescription,Location,DivBox1Val,DivBox1Name,DivBox2Val,DivBox2Name,DivBox3Val,DivBox3Name,DivBox4Val,DivBox4Name
607,MICHAEL SHPIGELMAN,https://sportfunder.com/https://sportfunder.com/michaelshpigelman/27473,"background-image: url(""https://graph.facebook.com/10203796196041259/picture"");","background-image: url(""https://graph.facebook.com/1110126133/picture?type=large"");",Aikido,https://sportfunder.com/https://sportfunder.com/teams/aikido,Be part of my journey to the podium!,"Montreal, Quebec, Canada","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
608,VUK RADOVANOVIĆ,https://sportfunder.com/https://sportfunder.com/vukradovanovi%C4%8798/27477,"background-image: url(""https://files.makeachamp.com/dfec16b5-3772-4b9e-b251-217ce0ded200/-/crop/1477x831/0,11/-/preview/-/resize/1200/"");","background-image: url(""https://files.makeachamp.com/55659b62-026d-474f-b779-767605e66baf/-/resize/400/"");",Canoeing,https://sportfunder.com/https://sportfunder.com/teams/canoeing,Help young parakayaker to continue to make...,"Novi Sad, Serbia","€0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
609,MARIO UDVARDI,https://sportfunder.com/https://sportfunder.com/marioudvardi/27480,"background-image: url(""https://files.makeachamp.com/65914f23-5a67-4dc3-ba16-2c4a1f711ecf/-/crop/1080x810/0,135/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/16435cb9-8acb-46d6-af45-a2916edd7724/-/resize/400/"");",Triathlon,https://sportfunder.com/https://sportfunder.com/teams/triathlon,Be part of my journey to the first Ironman in...,"Schwyz, Schwyz, Schweiz","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
610,KHANYISANI LADIES FOOTBALL CLUB,https://sportfunder.com/https://sportfunder.com/khanyisaniladiesfootballclub/27483,"background-image: url(""https://files.makeachamp.com/40f272b3-330c-4c05-9f5b-6904d5bbb31f/-/crop/828x466/322,216/-/preview/"");","background-image: url(""https://files.makeachamp.com/75406a22-724d-496d-bc5b-b9d8cfa9f532/-/crop/862x864/144,0/-/preview/-/resize/400/"");",Soccer,https://sportfunder.com/https://sportfunder.com/teams/soccer,KHANYISANI LADIES KICK BEYOND REALITY,"Mount Frere, Eastern Cape , South Africa","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
611,HOWICK PREMIER MEN'S SOFTBALL TEAM,https://sportfunder.com/https://sportfunder.com/howickpremiermenssoftballteam/27495,"background-image: url(""https://files.makeachamp.com/a63a9e58-0e92-4913-8360-60c44157ccab/-/crop/1333x998/0,0/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/fa4b7004-fbdc-4fca-9e2a-ce83256a6efc/-/resize/400/"");",Softball,https://sportfunder.com/https://sportfunder.com/teams/softball,Be part of our journey to the podium!,"Auckland, Auckland, New Zealand","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
612,EL PASO OLIMPIA FC,https://sportfunder.com/https://sportfunder.com/epolimpiafc/27499,"background-image: url(""https://files.makeachamp.com/1a5ac983-d7ba-4fb9-a240-7c75f49fba1e/-/crop/552x311/357,0/-/preview/-/resize/1200/"");","background-image: url(""https://files.makeachamp.com/97c2a93c-bd0b-49da-890c-199391bebec5/-/crop/220x129/524,23/-/preview/-/resize/400/"");",Soccer,https://sportfunder.com/https://sportfunder.com/teams/soccer,Be part of our journey to the podium!,"El paso, Tx, United States","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
613,MANUEL AGUDELO CANO,https://sportfunder.com/https://sportfunder.com/manuelagudelocano/27518,"background-image: url(""https://files.makeachamp.com/270e42b4-4364-4346-966f-cd5f46066600/"");","background-image: url(""https://files.makeachamp.com/62b3252a-d524-4f27-bf9e-96a33898a99f/-/crop/3456x3456/1477,0/-/preview/-/resize/400/"");",Track And Field,https://sportfunder.com/https://sportfunder.com/teams/track-and-field,sueño olimpico!,"medellin, antioquia, colombia","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
614,"""MALION"" SPORTS CLUB",https://sportfunder.com/https://sportfunder.com/malionsportsclub/27520,"background-image: url(""https://files.makeachamp.com/0619e8dd-5b9e-4aab-8ae7-8353d414b743/-/crop/3774x2825/511,170/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/be737be4-b9c3-4a87-91e7-9ecb8915800b/-/crop/3120x2403/0,34/-/preview/-/resize/400/"");",Karate,https://sportfunder.com/https://sportfunder.com/teams/karate,Help us make a karate school for our little...,Ελλάδα,"€0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
615,LEAH BROCKMAN,https://sportfunder.com/https://sportfunder.com/leahbrockman/27540,"background-image: url(""https://files.makeachamp.com/928fe496-2a46-4d0c-bf03-f5f5a258240b/"");","background-image: url(""https://files.makeachamp.com/d9457223-df4f-4015-9e2b-50f0bb9765de/"");",Cheerleading,https://sportfunder.com/https://sportfunder.com/teams/cheerleading,Make these cheerleaders look the part! Help us...,"Harrisonburg, Virginia, United States","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
616,MICHAEL KUHN,https://sportfunder.com/https://sportfunder.com/loloteam/27541,"background-image: url(""https://files.makeachamp.com/d9454815-95df-4062-a009-86ba257d2730/"");","background-image: url(""https://files.makeachamp.com/1d1d3147-4109-45a9-8757-a0e851c14a62/-/resize/400/"");",Football,https://sportfunder.com/https://sportfunder.com/teams/football,Be part of my journey to the podium!,"Payne, Ohio, États-Unis","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
617,MICHAEL KUHN,https://sportfunder.com/https://sportfunder.com/loloteam/27544,"background-image: url(""https://files.makeachamp.com/d9454815-95df-4062-a009-86ba257d2730/-/crop/854x480/54,0/-/preview/"");","background-image: url(""https://files.makeachamp.com/1d1d3147-4109-45a9-8757-a0e851c14a62/-/resize/400/"");",Football,https://sportfunder.com/https://sportfunder.com/teams/football,Be part of our journey to the podium!,"Payne, Ohio, États-Unis","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
618,VINCERE ZENG,https://sportfunder.com/https://sportfunder.com/vincerezeng/27548,"background-image: url(""https://files.makeachamp.com/5ee15c6f-2d72-4943-a4cc-4d1c63275462/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/e6b2d19e-bc34-4b38-b3f5-3fc0cc288683/-/resize/400/"");",Mountaineering,https://sportfunder.com/https://sportfunder.com/teams/mountaineering,Help for my Aconcagua Summit (7 Summits Dream)!,"Singapore, Argentina","$20
Raised",Raised,"0%
Funded",Funded,,,"2
Supporters",Supporters
619,BALMAIN TIGERS AFL,https://sportfunder.com/https://sportfunder.com/balmaintigersafl/27549,"background-image: url(""https://files.makeachamp.com/beb8268f-a939-4e92-a4b2-2530c78ec151/-/crop/1400x787/0,6/-/preview/-/resize/1200/"");","background-image: url(""https://files.makeachamp.com/f5bb1ccb-c052-4820-bf69-3f8cf98069db/"");",Australian Rules Football,https://sportfunder.com/https://sportfunder.com/teams/australian-rules-football,Help Balmain Tigers move to the next level in...,"Sydney, New South Wales, Australia","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
620,JOCKEY CLUB HOCKEY PARAGUAY,https://sportfunder.com/https://sportfunder.com/jockeyclubhockeyparaguay/27565,"background-image: url(""https://files.makeachamp.com/ecca02f1-92c8-4b5b-abb5-9345946bf292/-/crop/570x428/35,0/-/preview/"");","background-image: url(""https://files.makeachamp.com/ed5c0203-29e4-4859-addc-6ffdfa22ee9a/-/resize/400/"");",Field Hockey,https://sportfunder.com/https://sportfunder.com/teams/field-hockey,Be part of our growth,"Asunción, Paraguay","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
621,FERNANDA,https://sportfunder.com/https://sportfunder.com/fernanda/27575,"background-image: url(""https://files.makeachamp.com/06340e37-0307-4bc8-a12c-eed450121b6c/-/crop/500x375/0,52/-/preview/"");","background-image: url(""//files.makeachamp.com/9544b588-760c-42ee-8fb3-b271352e8ff7/"");",Triathlon,https://sportfunder.com/https://sportfunder.com/teams/triathlon,Be part of my journey to my first IRONMAN!,"Mexico City, Mexico City, Mexico","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
622,FC LEYENDA FOOTBALL CLUB,https://sportfunder.com/https://sportfunder.com/fcleyendafootballclub/27576,"background-image: url(""https://files.makeachamp.com/a6fc6ae5-b403-4c09-8b7b-6fd8727a4e18/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/74303946-4889-47cf-abd7-81a6b5a87830/-/resize/400/"");",Football,https://sportfunder.com/https://sportfunder.com/teams/football,"FC LEYENDA STAR FIVE, UNITY CUP. (A FIVE (5)...",,"$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
623,SARA,https://sportfunder.com/https://sportfunder.com/sara/27593,"background-image: url(""https://files.makeachamp.com/8a5896f7-f54e-4071-827d-a493eae88f9c/"");","background-image: url(""https://files.makeachamp.com/fae05bc7-5007-435f-b696-3b0225184074/-/resize/400/"");",Pickleball,https://sportfunder.com/https://sportfunder.com/athletes/pickleball,Be part of our journey this Pickleball season!,"Toronto, Ontario, Canada","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
624,NIKOLOZ KURDADZE,https://sportfunder.com/https://sportfunder.com/georgiantennis/27594,"background-image: url(""https://files.makeachamp.com/2576d945-62ad-42e4-980d-b0c5cb44fb17/-/crop/457x343/31,0/-/preview/"");","background-image: url(""https://files.makeachamp.com/796d8d26-b68c-4f65-ab89-a0e7bd1ee4f4/-/crop/266x309/0,25/-/preview/"");",Tennis,https://sportfunder.com/https://sportfunder.com/teams/tennis,"$25,000 will allow me to play pro tournaments in...","San Diego, California, United States","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
625,CHRISTIAN NEWMAN,https://sportfunder.com/https://sportfunder.com/christiannewman/27622,"background-image: url(""https://files.makeachamp.com/3e596987-0761-4c61-be93-1acb0cf4fa32/-/crop/720x405/0,68/-/preview/"");","background-image: url(""https://files.makeachamp.com/8b1c418b-5818-4bc5-8fdd-4d0c561ac892/-/crop/346x247/0,85/-/preview/"");",Soccer,https://sportfunder.com/https://sportfunder.com/teams/soccer,Be part of my journey to go to college!,Ghana,"$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
626,KASOPE AJIBOLA,https://sportfunder.com/https://sportfunder.com/kasopeajibola/27627,"background-image: url(""https://files.makeachamp.com/36e0e2f9-a216-41e4-ad18-46d5d2c72735/-/crop/960x718/0,0/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/12882bc9-a098-49df-becf-7cca0913a97d/-/resize/400/"");",Soccer,https://sportfunder.com/https://sportfunder.com/teams/soccer,Join us to develop grassroots sports in Nigeria...,"Ibadan, Oyo, Nigeria","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
627,KCSCBLITZSOFTBALL,https://sportfunder.com/https://sportfunder.com/kcscblitzsoftball/27629,"background-image: url(""https://files.makeachamp.com/d4352f7a-45f8-4d2a-aa02-f530f42676de/-/crop/643x361/0,55/-/preview/"");","background-image: url(""https://files.makeachamp.com/21c602c8-0aa5-48e2-9303-44c9b0fc1c2f/"");",Softball,https://sportfunder.com/https://sportfunder.com/teams/softball,Be part of our journey to the podium!,"Leawood, Kansas, United States","$1,840
Raised",Raised,"4%
Funded",Funded,,,"20
Supporters",Supporters
628,RISING SHUTTLERS,https://sportfunder.com/https://sportfunder.com/risingshuttlers/27631,"background-image: url(""https://files.makeachamp.com/c1c0b040-e492-4772-a532-c4aa0ac83d14/-/crop/1537x1152/385,0/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/9271a8aa-5b7d-4597-98fd-cb82a45cecde/-/resize/400/"");",Badminton,https://sportfunder.com/https://sportfunder.com/teams/badminton,"Support us to build our training centre, help us...","Narnaul, Haryana, India","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
629,RILEY THOMAS,https://sportfunder.com/https://sportfunder.com/rileythomas/27678,"background-image: url(""https://files.makeachamp.com/c062ebd4-03b7-47bf-9829-7bdca2a8a210/-/crop/1066x799/40,0/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/f51845c1-fc95-4b13-8b93-d81343fc9c4f/"");",Cheerleading,https://sportfunder.com/https://sportfunder.com/teams/cheerleading,Help send our girls to the 2018 National...,"Platte City, Missouri, United States","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
630,WATCH LIVE: HORN VS. CORCORAN LIVE STREAM TV,https://sportfunder.com/https://sportfunder.com/rtuifhfh/27680,"background-image: url(""https://files.makeachamp.com/22682933-6341-4d5a-afef-0c8450e87854/"");","background-image: url(""https://files.makeachamp.com/26170ae9-6d2f-4009-a239-e91543fc6a4b/-/resize/400/"");",Boxing,https://sportfunder.com/https://sportfunder.com/teams/boxing,Watch Live: Horn vs. Corcoran Live Stream Free,Australia,"$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
631,WATCH LIVE: HORN VS. CORCORAN LIVE STREAM TV,https://sportfunder.com/https://sportfunder.com/rtuifhfh/27681,"background-image: url(""https://files.makeachamp.com/22682933-6341-4d5a-afef-0c8450e87854/-/crop/746x420/2,0/-/preview/"");","background-image: url(""https://files.makeachamp.com/26170ae9-6d2f-4009-a239-e91543fc6a4b/-/resize/400/"");",Boxing,https://sportfunder.com/https://sportfunder.com/teams/boxing,Watch Live: Horn vs. Corcoran Live Stream Online,Australia,"$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
632,WATCH JEFF HORN VS GARY CORCORAN LIVE STREAM,https://sportfunder.com/https://sportfunder.com/watchjeffhornvsgarycorcoranlivestream/27682,"background-image: url(""https://files.makeachamp.com/6373954d-6a5e-442f-8fef-1d34c948ca33/"");","background-image: url(""//files.makeachamp.com/9544b588-760c-42ee-8fb3-b271352e8ff7/"");",Boxing,https://sportfunder.com/https://sportfunder.com/teams/boxing,Jeff Horn vs Gary Corcoran Fight Live Stream,Australia,"$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
633,LIZ MCTERNAN,https://sportfunder.com/https://sportfunder.com/lizmcternan/27687,"background-image: url(""https://files.makeachamp.com/c0a14763-b6a4-44a3-87c2-6455a24f244a/-/crop/717x403/0,68/-/preview/"");","background-image: url(""https://files.makeachamp.com/75ba9eb7-7235-408d-a08b-745cbee00e61/-/crop/1853x2411/224,0/-/preview/-/resize/400/"");",Para Triathlon,https://sportfunder.com/https://sportfunder.com/teams/para-triathlon,Be part of my journey to qualifying for the...,"Louth, England, United Kingdom","£0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
634,AMBER KENNEDY,https://sportfunder.com/https://sportfunder.com/amberkennedy/27712,"background-image: url(""https://files.makeachamp.com/2d311117-b933-44f4-b8f8-5476795c7737/-/crop/845x475/79,116/-/preview/"");","background-image: url(""https://files.makeachamp.com/71ffc044-0474-4489-ae52-987a6fa81ad1/-/crop/163x166/42,122/-/preview/"");",Basketball,https://sportfunder.com/https://sportfunder.com/teams/basketball,Help me pursue my basketball dreams,New Zealand,"$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
635,ACS CROSSOVER DEVA,https://sportfunder.com/https://sportfunder.com/acscrossoverdeva/27715,"background-image: url(""https://files.makeachamp.com/8affd7b5-999e-4b01-a820-e4de9f4a509d/-/crop/960x720/0,120/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/742e49f2-2dd6-4bab-988b-1cf53f671efa/-/resize/400/"");",Basketball,https://sportfunder.com/https://sportfunder.com/teams/basketball,Join to grow our kids in a healthy way!,"Deva, Județul Hunedoara, România","€2
Raised",Raised,"0%
Funded",Funded,,,"10
Supporters",Supporters
636,SERENITY HANSON,https://sportfunder.com/https://sportfunder.com/serenityhanson/27725,"background-image: url(""https://files.makeachamp.com/c5c885ee-4cb9-4290-a729-c815d37967f0/-/crop/3024x1703/0,449/-/preview/-/resize/1200/"");","background-image: url(""https://files.makeachamp.com/ba61d669-5897-4315-942e-6125e7024b23/-/resize/400/"");",Softball,https://sportfunder.com/https://sportfunder.com/teams/softball,Be part of my journey to the podium!,"Leawood, Kansas, United States","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
637,NICHOLE SHAFER HERRING,https://sportfunder.com/https://sportfunder.com/nicholeshaferherring/27726,"background-image: url(""https://graph.facebook.com/10154877395976160/picture"");","background-image: url(""https://files.makeachamp.com/b10d2318-d708-4977-b059-571756ac50c4/-/crop/2400x2774/0,826/-/preview/-/resize/400/"");",Softball,https://sportfunder.com/https://sportfunder.com/teams/softball,Be part of my journey to the podium!,"Shawnee, Kansas, United States","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
638,CRENSHAW RAMS FUTURE LEAGUE,https://sportfunder.com/https://sportfunder.com/crenshawramsfutureleague/27735,"background-image: url(""https://files.makeachamp.com/077492aa-5c6f-4213-946a-ca734ee6cfd8/-/resize/1200/"");","background-image: url(""https://files.makeachamp.com/a731ad80-a13b-4eee-947b-76152206d496/-/crop/2830x1804/303,31/-/preview/-/resize/400/"");",Football,https://sportfunder.com/https://sportfunder.com/teams/football,Be apart of the Crenshaw Rams Future League...,"Los Angeles, California, United States","$50
Raised",Raised,"1%
Funded",Funded,,,"6
Supporters",Supporters
639,TRY SPORTS PH,https://sportfunder.com/https://sportfunder.com/trysportsph/27740,"background-image: url(""https://files.makeachamp.com/0fbcfe77-ff43-46b5-b2fb-d1d225145330/-/crop/960x720/0,120/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/240afa69-3000-4c99-8e3c-52a16c7059eb/-/resize/400/"");",Basketball,https://sportfunder.com/https://sportfunder.com/teams/basketball,Be part of our players' journey in basketball and...,"Quezon City, Metro Manila, Philippines","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
640,TAYLOR HENDRICKS,https://sportfunder.com/https://sportfunder.com/taylorhendricks/27742,"background-image: url(""https://files.makeachamp.com/a9e2a810-760c-4f1c-8151-0e057ed5db22/-/crop/2933x1649/1099,712/-/preview/-/resize/1200/"");","background-image: url(""https://files.makeachamp.com/67e290cf-a8cc-46c3-a19f-2ee9d38f6047/-/resize/400/"");",Dance,https://sportfunder.com/https://sportfunder.com/teams/dance,Be a part of my journey to Nationals!,"Somerset, Kentucky, United States","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
641,FRANÇOIS WILLEMART,https://sportfunder.com/https://sportfunder.com/francoiswillemart/27751,"background-image: url(""https://files.makeachamp.com/84235b61-7769-4295-8202-051ab3dbac20/-/crop/2432x1824/0,612/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/047cabb7-aff7-413b-8488-65f76153cc9e/-/resize/400/"");",Ultra Running,https://sportfunder.com/https://sportfunder.com/teams/ultra-running,"Avec moi, jusqu'au sommet du Trail!",Belgique,"€0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
642,FARRAH,https://sportfunder.com/https://sportfunder.com/farrahcompetesinaustraliaandtheusa/27754,"background-image: url(""https://files.makeachamp.com/f0cd45e1-a0ac-4610-b278-fc1ceda44256/-/crop/879x659/147,0/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/48fad28b-2079-49c1-886b-b5fc5ed6f938/-/resize/400/"");",Track And Field,https://sportfunder.com/https://sportfunder.com/teams/track-and-field,Be apart of my journey to compete in the USA and...,"Chicago, IL, USA","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
643,CANIBA RUGBY CLUB,https://sportfunder.com/https://sportfunder.com/canibarugby/27756,"background-image: url(""https://files.makeachamp.com/19fe7696-82c3-42e8-bacc-c033671f9898/-/crop/642x482/0,160/-/preview/"");","background-image: url(""https://files.makeachamp.com/ca8f5e9b-12a2-41fc-a25d-e49c68d00a96/-/resize/400/"");",Rugby,https://sportfunder.com/https://sportfunder.com/teams/rugby,Be part of our journey to the podium!,"Cartagena, Bolívar, Colombia","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
644,LIONS YOUTH SPORTS,https://sportfunder.com/https://sportfunder.com/lionsyouthsports/27758,"background-image: url(""https://files.makeachamp.com/2c9dd9a4-2251-4f61-8f96-18291608ff60/-/crop/5317x2987/0,277/-/preview/-/resize/1200/"");","background-image: url(""https://files.makeachamp.com/b3b76b1d-1a75-4df3-9d1a-21125730576a/-/crop/1274x1275/188,0/-/preview/-/resize/400/"");",Basketball,https://sportfunder.com/https://sportfunder.com/teams/basketball,Help support Lions Basketball!,"Buxton, Maine, United States","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
645,MATT OMALLEY,https://sportfunder.com/https://sportfunder.com/mattomalley/27760,"background-image: url(""https://files.makeachamp.com/e3343801-c49f-4d60-b9cb-28e5256ac448/-/crop/2858x1609/346,281/-/preview/-/resize/1200/"");","background-image: url(""https://files.makeachamp.com/eb345526-d7ea-4c3e-a087-660159761491/-/crop/321x322/244,47/-/preview/-/resize/400/"");",Baseball,https://sportfunder.com/https://sportfunder.com/teams/baseball,Share this baseball journey with these...,"Hamilton Township, New Jersey, United States","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
646,REUBYN,https://sportfunder.com/https://sportfunder.com/reubyn/27765,"background-image: url(""https://files.makeachamp.com/759e178e-b159-4df3-aa0a-27de64300558/-/crop/960x539/0,181/-/preview/"");","background-image: url(""https://files.makeachamp.com/badf90e1-7d8d-4228-9bbc-53d166a87d79/-/crop/721x720/0,0/-/preview/-/resize/400/"");",Soccer,https://sportfunder.com/https://sportfunder.com/teams/soccer,Be part of my journey to the podium!,"Gainesville, Florida, United States","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
647,MIGUEL LEITE,https://sportfunder.com/https://sportfunder.com/miguelleite/27766,"background-image: url(""https://files.makeachamp.com/8ddda043-cee0-4366-a852-a02264d90bb7/-/crop/698x522/137,0/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/0b1732b9-0c5a-4aa9-bef8-43aa0ff53f04/-/crop/354x353/116,0/-/preview/-/resize/400/"");",Automobile Racing,https://sportfunder.com/https://sportfunder.com/teams/automobile-racing,Miguel Leite 2018,"Galicia, España","€10
Raised",Raised,"0%
Funded",Funded,,,"20
Supporters",Supporters
648,FALCONS CC,https://sportfunder.com/https://sportfunder.com/falconscc/27776,"background-image: url(""https://files.makeachamp.com/ba067f5c-94fa-4b5b-9e19-2d3976b801a5/-/crop/959x540/0,100/-/preview/"");","background-image: url(""https://files.makeachamp.com/46972131-60e0-47a0-a020-ea4a9db257ca/"");",Cricket,https://sportfunder.com/https://sportfunder.com/teams/cricket,Sponsor Young Athletes To Take Part In Cricket...,"Toronto, Ontario, Canada","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
649,SOUTH AFRICAN RUGBY LEAGUE,https://sportfunder.com/https://sportfunder.com/southafricanrugbyleague/27777,"background-image: url(""https://files.makeachamp.com/8df26611-6bdc-4c42-bec1-3a5b189184ce/-/crop/408x306/68,6/-/preview/"");","background-image: url(""https://files.makeachamp.com/f933e7b2-e40f-459c-91e8-cb8456199cfc/-/crop/211x211/0,14/-/preview/"");",Rugby,https://sportfunder.com/https://sportfunder.com/teams/rugby,South African Rhinos Road to Rugby League World...,South Africa,"$6
Raised",Raised,"0%
Funded",Funded,,,"4
Supporters",Supporters
650,GREEN VALLEY PIRATES,https://sportfunder.com/https://sportfunder.com/greenvalleypirates/27780,"background-image: url(""https://lh6.googleusercontent.com/mQ2tGRQZRaHV2whCcGzC5tFXnoN-go-vY8f9g8vHJFJSNnQmq-I3Lf5hQ8ecsIO2UjogriKWoo7tQnhF5q206tiR_tUTYrZhjgkub3_FN2Sgg4lJQkTQaeizXP1T-iuwpecO3KdV"");","background-image: url(""https://files.makeachamp.com/93e28b23-06aa-4d39-b23e-a0322cd536fb/-/resize/400/"");",Basketball,https://sportfunder.com/https://sportfunder.com/teams/basketball,Be part of the home court excitement!,"Grunthal, Manitoba, Canada","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
651,ROBIN,https://sportfunder.com/https://sportfunder.com/robin/27784,"background-image: url(""https://d1idjbb9jmy0ec.cloudfront.net/images/sports/soccer.jpg"");","background-image: url(""https://files.makeachamp.com/64e227b6-2e55-4635-a848-fe266bcd10a9/-/resize/400/"");",Soccer,https://sportfunder.com/https://sportfunder.com/teams/soccer,Be part of our journey to collect money to keep...,"Cape Town, Western Cape, South Africa","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
652,WESTSIDE WANDERERS MARCHING CLUB,https://sportfunder.com/https://sportfunder.com/westsidewanderersmarchingclub/27785,"background-image: url(""https://files.makeachamp.com/62c4c0a5-fd96-48d2-9a38-01619672a85e/-/crop/645x485/340,0/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/2ea49510-f15d-48e6-b0ae-0fd91c74fbc8/-/resize/400/"");",Marching Band,https://sportfunder.com/https://sportfunder.com/athletes/marching-band,Become a part of our journey! Join our road to...,New Zealand,"$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
653,SHAWN TAUNTON,https://sportfunder.com/https://sportfunder.com/shawntaunton/27804,"background-image: url(""https://files.makeachamp.com/c03a084d-ea99-4952-a1aa-263b594503d4/-/crop/480x359/0,0/-/preview/"");","background-image: url(""https://files.makeachamp.com/eb05f28d-77d4-4643-bc6d-afe5ff4621bf/-/resize/400/"");",Football,https://sportfunder.com/https://sportfunder.com/teams/football,Help dress a Canadian team of NCAA football...,"Hamilton, Ontario, Canada","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
654,MAALHOS,https://sportfunder.com/https://sportfunder.com/susma/27806,"background-image: url(""https://files.makeachamp.com/e73644d5-ccd8-4dd0-b36b-d839ed2cff12/-/crop/700x394/20,0/-/preview/"");","background-image: url(""https://files.makeachamp.com/dc799d52-928e-43df-9486-fcbbc6134c6e/"");",Football,https://sportfunder.com/https://sportfunder.com/teams/football,Maalhos sports club Maldives fundraiser,"Malé, Male, Maldives","$0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
655,AZORES - KARTING CHAMPIONSHIP,https://sportfunder.com/https://sportfunder.com/azores-kartingchampionship/27814,"background-image: url(""https://files.makeachamp.com/745d8f5a-e435-4379-ae0c-69a16fb2f982/-/crop/762x571/155,0/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/4723f2ae-4a7c-4092-9e6b-10c958711e2f/-/crop/544x544/109,0/-/preview/-/resize/400/"");",Kart Racing,https://sportfunder.com/https://sportfunder.com/teams/kart-racing,Azores Islands Karting Championship,"Açores, Portugal","€0
Raised",Raised,"0%
Funded",Funded,,,"0
Supporters",Supporters
656,VICTORIA BRUCE,https://sportfunder.com/https://sportfunder.com/jepperowing/27835,"background-image: url(""https://files.makeachamp.com/f094da69-e43a-4134-85fe-17b4bd5f17d0/-/crop/1500x844/0,156/-/preview/-/resize/1200/"");","background-image: url(""https://files.makeachamp.com/220ce302-4e4e-4cd4-9e73-a7b47464f360/-/crop/995x995/0,205/-/preview/-/resize/400/"");",Rowing,https://sportfunder.com/https://sportfunder.com/teams/rowing,Send the Jeppe U16 Quad to Eton!,"Johannesburg, Gauteng, South Africa","£65
Raised",Raised,"0%
Funded",Funded,,,"16
Supporters",Supporters
